genre,artist_name,loudness,tempo,time_signature
classic pop and rock,The Stooges,-7.39,70.06,1
classic pop and rock,The Stooges,-4.645,134.186,1
classic pop and rock,The Stooges,-6.851,88.158,1
classic pop and rock,The Stooges,-4.818,131.712,4
classic pop and rock,The Stooges,-5.662,87.335,1
classic pop and rock,The Stooges,-26.649,147.627,5
classic pop and rock,The Stooges,-13.379,144.015,1
classic pop and rock,The Stooges,-6.902,88.323,1
classic pop and rock,The Stooges,-6.871,87.993,1
classic pop and rock,The Stooges,-17.576,187.698,1
classic pop and rock,The Stooges,-4.885,111.318,4
classic pop and rock,The Stooges,-15.711,86.465,1
classic pop and rock,The Stooges,-7.728,133.364,1
classic pop and rock,The Stooges,-6.493,129.52,1
classic pop and rock,The Stooges,-8.367,83.508,3
classic pop and rock,The Stooges,-17.167,47.575,1
classic pop and rock,The Stooges,-6.189,87.756,1
classic pop and rock,The Stooges,-18.826,148.752,1
classic pop and rock,The Stooges,-6.736,88.489,1
classic pop and rock,The Stooges,-6.679,132.727,1
classic pop and rock,The Stooges,-32.266,150.62,7
classic pop and rock,The Stooges,-7.27,85.838,3
classic pop and rock,The Stooges,-9.01,123.655,4
classic pop and rock,The Stooges,-5.702,112.015,4
classic pop and rock,The Stooges,-6.166,88.009,1
classic pop and rock,Iggy And The Stooges,-6.447,122.476,4
classic pop and rock,The Stooges,-4.14,107.514,7
classic pop and rock,Iggy & The Stooges,-12.719,88.762,4
classic pop and rock,The Stooges,-7.381,145.927,1
classic pop and rock,The Stooges,-6.871,87.594,3
classic pop and rock,The Stooges,-6.01,112.471,4
classic pop and rock,The Stooges,-6.2,135.939,1
classic pop and rock,The Stooges,-3.757,132.403,1
classic pop and rock,The Stooges,-4.671,89.712,1
classic pop and rock,The Stooges,-3.486,109.214,4
classic pop and rock,The Stooges,-5.227,130.655,4
classic pop and rock,Iggy Pop_ The Stooges,-9.095,144.749,4
classic pop and rock,Marcel Lallemang,-23.049,101.922,3
classic pop and rock,The Stooges,-13.763,128.618,7
classic pop and rock,Iggy And The Stooges,-8.502,165.81,4
classic pop and rock,Iggy And The Stooges,-12.108,128.63,4
classic pop and rock,Iggy And The Stooges,-11.8,92.687,4
classic pop and rock,Iggy And The Stooges,-11.937,119.813,4
classic pop and rock,Iggy And The Stooges,-14.982,173.719,4
classic pop and rock,Iggy And The Stooges,-9.489,169.756,4
classic pop and rock,The Stooges,-19.642,65.593,4
classic pop and rock,Eric Carmen,-5.86,139.731,1
classic pop and rock,Eric Carmen,-6.247,126.439,1
classic pop and rock,Eric Carmen,-7.429,124.103,4
classic pop and rock,Eric Carmen,-8.996,99.75,3
classic pop and rock,Eric Carmen,-9.641,129.975,4
classic pop and rock,Eric Carmen,-15.155,71.953,5
classic pop and rock,Eric Carmen,-11.276,110.511,4
classic pop and rock,Eric Carmen,-12.154,111.737,4
classic pop and rock,Eric Carmen,-9.105,125.001,4
classic pop and rock,Eric Carmen,-14.882,93.322,4
classic pop and rock,Eric Carmen,-10.211,109.005,4
classic pop and rock,Eric Carmen,-10.303,126.221,1
classic pop and rock,Eric Carmen,-9.855,130.82,4
classic pop and rock,Eric Carmen,-7.511,136.253,4
classic pop and rock,Eric Carmen,-7.522,113.325,4
classic pop and rock,Eric Carmen,-8.356,105.893,4
classic pop and rock,Eric Carmen,-7.76,103.313,1
classic pop and rock,Eric Carmen,-6.438,87.23,4
classic pop and rock,Eric Carmen,-6.911,189.106,4
classic pop and rock,Eric Carmen,-5.76,101.519,4
classic pop and rock,Eric Carmen,-6.089,122.407,4
classic pop and rock,Eric Carmen,-7.077,123.175,4
classic pop and rock,Eric Carmen,-9.042,138.156,4
classic pop and rock,World Of Twist,-13.698,130.028,4
classic pop and rock,World Of Twist,-11.056,102.123,4
classic pop and rock,World Of Twist,-12.686,130.092,7
classic pop and rock,World Of Twist,-11.469,125.254,4
classic pop and rock,World Of Twist,-11.192,86.395,4
classic pop and rock,World Of Twist,-11.134,96.118,4
classic pop and rock,World Of Twist,-12.503,102.108,4
classic pop and rock,World Of Twist,-9.972,130.111,4
classic pop and rock,World Of Twist,-12.46,106.032,4
classic pop and rock,World Of Twist,-11.845,106.226,4
classic pop and rock,World Of Twist,-12.242,86.293,1
classic pop and rock,World Of Twist,-10.073,127.103,4
classic pop and rock,World Of Twist,-12.059,128.458,4
classic pop and rock,World Of Twist,-12.578,211.8,4
classic pop and rock,World Of Twist,-11.556,125.682,4
classic pop and rock,World Of Twist,-11.907,129.44,4
classic pop and rock,World Of Twist,-10.98,108.197,4
classic pop and rock,World Of Twist,-12.377,108.116,4
classic pop and rock,World Of Twist,-12.067,102.113,4
classic pop and rock,World Of Twist,-11.643,126.092,4
classic pop and rock,World Of Twist,-12.161,106.216,4
classic pop and rock,World Of Twist,-10.207,99.321,3
classic pop and rock,World Of Twist,-9.06,109.721,4
classic pop and rock,John Fahey,-16.101,82.78,1
classic pop and rock,John Fahey,-19.068,80.954,1
classic pop and rock,John Fahey,-26.631,110.068,3
classic pop and rock,John Fahey,-18.898,103.098,1
classic pop and rock,John Fahey,-22.213,39.468,4
classic pop and rock,John Fahey,-16.4,131.734,4
classic pop and rock,John Fahey,-16.587,61.086,5
classic pop and rock,John Fahey,-22.987,91.981,1
classic pop and rock,John Fahey,-16.716,90.081,3
classic pop and rock,John Fahey,-17.842,96.371,5
classic pop and rock,John Fahey,-25.044,100.726,5
classic pop and rock,John Fahey,-18.15,78.238,1
classic pop and rock,John Fahey,-15.023,95.774,4
classic pop and rock,Francisco Zornoza D├¡ez,-12.847,95.988,4
classic pop and rock,John Fahey,-14.497,76.307,1
classic pop and rock,John Fahey,-17.462,71.467,1
classic pop and rock,John Fahey,-15.694,198.537,4
classic pop and rock,John Fahey,-12.043,131.732,4
classic pop and rock,John Fahey,-16.632,127.011,3
classic pop and rock,John Fahey,-18.478,79.016,1
classic pop and rock,John Fahey,-15.922,116.288,5
classic pop and rock,John Fahey,-23.1,109.457,4
classic pop and rock,John Fahey,-14.201,101.524,3
classic pop and rock,Simon Fisher Turner,-16.498,104.436,3
classic pop and rock,John Fahey,-9.359,114.969,1
classic pop and rock,John Fahey,-12.225,75.294,4
classic pop and rock,John Fahey,-5.247,101.086,4
classic pop and rock,John Fahey,-7.878,227.78,4
classic pop and rock,John Fahey,-8.508,109.815,4
classic pop and rock,John Fahey,-11.024,184.662,4
classic pop and rock,John Fahey,-9.939,111.367,4
classic pop and rock,John Fahey,-9.055,122.654,4
classic pop and rock,John Fahey,-12.042,112.323,3
classic pop and rock,John Fahey,-16.013,70.968,1
classic pop and rock,John Fahey,-11.225,97.409,4
classic pop and rock,John Fahey,-17.205,37.481,4
classic pop and rock,John Fahey,-12.015,194.831,7
classic pop and rock,The Pixie Bennett Band,-6.681,142.054,4
classic pop and rock,John Fahey,-19.978,118.073,4
classic pop and rock,John Fahey,-12.075,137.514,1
classic pop and rock,John Fahey,-13.607,110.613,7
classic pop and rock,John Fahey,-10.358,97.534,4
classic pop and rock,John Fahey,-11.254,199.899,1
classic pop and rock,John Fahey,-16.916,95.792,1
classic pop and rock,John Fahey,-16.832,52.353,1
classic pop and rock,John Fahey,-10.728,190.144,4
classic pop and rock,John Fahey,-16.172,87.748,1
classic pop and rock,John Fahey,-16.186,192.516,4
classic pop and rock,John Fahey,-16.756,184.222,5
classic pop and rock,John Fahey,-20.447,84.914,1
classic pop and rock,John Fahey,-21.228,87.77,7
classic pop and rock,John Fahey,-17.548,126.763,4
classic pop and rock,John Fahey,-14.488,82.678,1
classic pop and rock,John Fahey,-13.457,212.691,1
classic pop and rock,John Fahey,-16.426,160.775,3
classic pop and rock,John Fahey,-17.782,115.941,4
classic pop and rock,John Fahey,-22.952,118.263,1
classic pop and rock,John Fahey,-15.283,132.483,1
classic pop and rock,John Fahey,-16.346,160.752,1
classic pop and rock,John Fahey,-14.924,93.217,1
classic pop and rock,John Fahey,-12.59,68.612,1
classic pop and rock,John Fahey / Richard Ruskin,-15.536,130.212,3
classic pop and rock,John Fahey,-14.111,74.573,4
classic pop and rock,John Fahey,-10.986,91.594,4
classic pop and rock,John Fahey,-10.659,116.233,4
classic pop and rock,John Fahey,-10.371,86.234,1
classic pop and rock,John Fahey,-13.078,79.349,4
classic pop and rock,John Fahey,-17.523,96.585,4
classic pop and rock,John Fahey,-15.161,213.369,1
classic pop and rock,John Fahey,-9.766,97.541,3
classic pop and rock,John Fahey,-22.198,81.991,1
classic pop and rock,John Fahey,-16.408,118.373,4
classic pop and rock,John Fahey,-19.252,87.386,1
classic pop and rock,Del Shannon,-5.893,126.857,1
classic pop and rock,Del Shannon,-7.077,173.003,3
classic pop and rock,Del Shannon,-9.506,149.88,4
classic pop and rock,Del Shannon,-8.318,122.476,4
classic pop and rock,Del Shannon,-5.377,111.548,1
classic pop and rock,Del Shannon,-7.563,105.09,4
classic pop and rock,Del Shannon,-6.665,116.912,4
classic pop and rock,Del Shannon,-4.945,116.12,4
classic pop and rock,El Guincho,-10.978,86.635,3
classic pop and rock,El Guincho,-8.064,85.328,3
classic pop and rock,El Guincho,-9.097,141.911,4
classic pop and rock,El Guincho,-9.126,191.907,3
classic pop and rock,El Guincho,-8.16,104.981,4
classic pop and rock,El Guincho,-4.526,96.13,3
classic pop and rock,Martha & The Vandellas,-6.828,63.54,4
classic pop and rock,Martha & The Vandellas,-7.219,139.456,3
classic pop and rock,Martha & The Vandellas,-6.635,111.003,4
classic pop and rock,Martha and the Vandellas,-9.304,119.806,4
classic pop and rock,Martha & The Vandellas,-9.05,60.606,4
classic pop and rock,Martha & The Vandellas,-8.356,146.289,4
classic pop and rock,Martha & The Vandellas,-3.2,134.213,4
classic pop and rock,Martha & The Vandellas,-5.448,101.093,4
classic pop and rock,Martha & The Vandellas,-12.59,100.876,4
classic pop and rock,Martha & The Vandellas,-5.591,122.573,4
classic pop and rock,Martha & The Vandellas,-5.964,103.765,4
classic pop and rock,Martha & The Vandellas,-4.606,210.309,3
classic pop and rock,Martha & The Vandellas,-9.035,159.589,4
classic pop and rock,Martha & The Vandellas,-5.315,69.261,4
classic pop and rock,Martha & The Vandellas,-6.923,117.267,4
classic pop and rock,Martha & The Vandellas,-5.927,123.253,4
classic pop and rock,Martha & The Vandellas,-7.663,106.731,4
classic pop and rock,Martha & The Vandellas,-6.276,118.767,4
classic pop and rock,Martha & The Vandellas,-6.349,100.72,4
classic pop and rock,Martha & The Vandellas,-6.691,132.62,4
classic pop and rock,Martha & The Vandellas,-7.619,118.949,4
classic pop and rock,Martha & The Vandellas,-6.425,107.293,4
classic pop and rock,Martha & The Vandellas,-6.515,155.372,1
classic pop and rock,Bobbie Gentry,-13.193,89.072,3
classic pop and rock,Bobbie Gentry,-15.03,145.792,4
classic pop and rock,Bobbie Gentry,-10.736,170.897,4
classic pop and rock,Bobbie Gentry,-12.314,117.633,3
classic pop and rock,Bobbie Gentry,-11.733,76.542,3
classic pop and rock,Bobbie Gentry,-12.263,110.839,4
classic pop and rock,Bobbie Gentry,-9.595,120.681,4
classic pop and rock,Bobbie Gentry,-11.373,113.465,1
classic pop and rock,Bobbie Gentry,-13.499,140.257,1
classic pop and rock,Bobbie Gentry,-15.268,90.029,5
classic pop and rock,Bobbie Gentry,-14.684,91.747,1
classic pop and rock,Bobbie Gentry,-13.695,126.485,4
classic pop and rock,Bobbie Gentry,-14.7,108.415,4
classic pop and rock,Bobbie Gentry,-15.198,112.092,1
classic pop and rock,Bobbie Gentry,-13.937,130.331,4
classic pop and rock,Bobbie Gentry,-11.41,98.582,4
classic pop and rock,Bobbie Gentry,-15.472,82.984,3
classic pop and rock,Bobbie Gentry,-10.993,86.472,4
classic pop and rock,Bobbie Gentry,-11.795,99.777,1
classic pop and rock,Bobbie Gentry,-11.037,115.694,4
classic pop and rock,Bobbie Gentry,-9.073,97.122,1
classic pop and rock,Bobbie Gentry,-12.09,156.207,1
classic pop and rock,Bobbie Gentry,-12.358,170.565,4
classic pop and rock,Bobbie Gentry,-11.555,86.324,4
classic pop and rock,Bobbie Gentry,-11.685,92.019,1
classic pop and rock,Bobbie Gentry,-7.364,123.579,4
classic pop and rock,Bobbie Gentry,-11.827,84.577,4
classic pop and rock,Bobbie Gentry,-9.711,121.46,4
classic pop and rock,Bobbie Gentry,-10.89,130.732,4
classic pop and rock,Bobbie Gentry,-11.086,161.893,4
classic pop and rock,Bobbie Gentry,-17.292,118.178,3
classic pop and rock,Bobbie Gentry,-17.202,127.972,4
classic pop and rock,Bobbie Gentry,-13.733,105.961,3
classic pop and rock,Bobbie Gentry,-12.582,102.304,4
classic pop and rock,Bobbie Gentry,-15.546,115.235,1
classic pop and rock,Bobbie Gentry,-18.137,55.935,4
classic pop and rock,Bobbie Gentry,-26.617,150.764,4
classic pop and rock,Bobbie Gentry,-16.256,96.119,1
classic pop and rock,Bobbie Gentry,-11.095,106.877,4
classic pop and rock,Bobbie Gentry,-24.924,51.227,1
classic pop and rock,Bobbie Gentry,-11.81,141.052,4
classic pop and rock,Bobbie Gentry,-15.598,181.25,4
classic pop and rock,Bobbie Gentry,-15.138,128.67,4
classic pop and rock,Bobbie Gentry,-17.531,76.853,4
classic pop and rock,Bobbie Gentry,-14.806,149.822,1
classic pop and rock,Bobbie Gentry,-24.494,86.149,4
classic pop and rock,Bobbie Gentry,-17.741,76.459,1
classic pop and rock,Bobbie Gentry,-13.129,207.129,4
classic pop and rock,Bobbie Gentry,-15.235,112.198,1
classic pop and rock,Bobbie Gentry,-14.238,95.627,3
classic pop and rock,Bobbie Gentry,-16.155,82.341,5
classic pop and rock,Bobbie Gentry,-12.987,122.843,4
classic pop and rock,Bobbie Gentry,-9.93,148.941,1
classic pop and rock,Bobbie Gentry,-13.939,133.638,4
classic pop and rock,Bobbie Gentry,-10.237,170.083,4
classic pop and rock,Bobbie Gentry,-10.718,115.632,4
classic pop and rock,Bobbie Gentry,-13.134,152.434,1
classic pop and rock,Glen Campbell And Bobbie Gentry,-13.881,101.577,4
classic pop and rock,Bobbie Gentry,-14.463,105.669,4
classic pop and rock,Bobbie Gentry,-14.071,169.971,4
classic pop and rock,Bobbie Gentry,-12.326,176.769,4
classic pop and rock,Bobbie Gentry,-10.938,106.626,4
classic pop and rock,Bobbie Gentry,-15.046,92.39,4
classic pop and rock,Buraka Som Sistema,-8.721,136.987,4
classic pop and rock,Buraka Som Sistema featuring Bruno M,-6.983,146.273,4
classic pop and rock,Buraka Som Sistema,-6.927,135.023,4
classic pop and rock,Buraka Som Sistema,-7.925,137.955,4
classic pop and rock,Buraka Som Sistema,-5.354,210.02,4
classic pop and rock,Buraka Som Sistema featuring Petty,-5.212,147.857,4
classic pop and rock,Buraka Som Sistema featuring Kano,-4.483,119.374,4
classic pop and rock,Buraka Som Sistema,-5.675,137.812,4
classic pop and rock,Buraka Som Sistema,-6.371,130.001,4
classic pop and rock,Buraka Som Sistema,-5.44,133.148,4
classic pop and rock,Buraka Som Sistema,-6.186,135.131,4
classic pop and rock,Buraka Som Sistema,-6.06,136.803,3
classic pop and rock,Buraka Som Sistema,-4.914,134.997,4
classic pop and rock,Buraka Som Sistema,-13.302,63.09,1
classic pop and rock,Buraka Som Sistema,-5.126,130.013,4
classic pop and rock,Buraka Som Sistema,-7.78,108.999,4
classic pop and rock,Buraka Som Sistema,-4.968,135.052,5
classic pop and rock,Buraka Som Sistema,-4.573,126.946,4
classic pop and rock,Buraka Som Sistema,-5.719,126.015,4
classic pop and rock,Buraka Som Sistema,-4.008,130.013,4
classic pop and rock,Buraka Som Sistema,-12.08,119.37,4
classic pop and rock,Buraka Som Sistema,-5.257,127.954,4
classic pop and rock,Buraka Som Sistema,-6.863,131.975,4
classic pop and rock,Buraka Som Sistema,-4.91,129.968,4
classic pop and rock,Buraka Som Sistema,-4.439,86.692,3
classic pop and rock,Buraka Som Sistema featuring Pongolove,-7.085,140.069,4
classic pop and rock,Buraka Som Sistema featuring Petty,-5.767,135.395,4
classic pop and rock,Buraka Som Sistema,-8.556,93.338,1
classic pop and rock,Buraka Som Sistema,-6.606,174.628,4
classic pop and rock,Buraka Som Sistema,-9.608,135.039,4
classic pop and rock,Buraka Som Sistema,-5.211,140.032,1
classic pop and rock,Buraka Som Sistema,-9.54,104.313,3
classic pop and rock,Buraka Som Sistema,-6.893,62.845,4
classic pop and rock,Sister Sledge,-9.751,117.847,4
classic pop and rock,Sister Sledge,-8.697,157.167,4
classic pop and rock,Sister Sledge,-6.902,108.06,4
classic pop and rock,Sister Sledge,-7.289,115.811,4
classic pop and rock,Sister Sledge,-9.904,94.905,4
classic pop and rock,Sister Sledge,-8.301,109.653,3
classic pop and rock,Sister Sledge,-7.529,121.041,4
classic pop and rock,Sister Sledge,-12.452,116.165,4
classic pop and rock,Sister Sledge,-5.599,117.147,4
classic pop and rock,Sister Sledge,-6.65,126.91,4
classic pop and rock,Sister Sledge,-5.815,146.932,4
classic pop and rock,Sister Sledge,-7.997,103.254,4
classic pop and rock,Sister Sledge,-7.453,109.212,4
classic pop and rock,Sister Sledge,-8.109,85.785,4
classic pop and rock,Sister Sledge,-8.634,123.289,1
classic pop and rock,Sister Sledge,-11.169,150.499,4
classic pop and rock,Sister Sledge,-10.78,69.301,4
classic pop and rock,Sister Sledge,-10.624,141.45,4
classic pop and rock,Sister Sledge,-9.011,116.892,1
classic pop and rock,Sister Sledge,-9.11,120.449,1
classic pop and rock,Sister Sledge,-10.883,117.647,7
classic pop and rock,Sister Sledge,-9.822,97.101,4
classic pop and rock,Sister Sledge,-9.87,184.114,4
classic pop and rock,Sister Sledge,-8.768,117.753,4
classic pop and rock,Sister Sledge,-8.294,120.843,4
classic pop and rock,Sister Sledge,-9.743,117.367,4
classic pop and rock,Sister Sledge,-6.685,100.32,4
classic pop and rock,Sister Sledge,-9.731,127.364,1
classic pop and rock,ARRESTED DEVELOPMENT,-8.413,97.963,4
classic pop and rock,ARRESTED DEVELOPMENT,-8.904,187.957,4
classic pop and rock,ARRESTED DEVELOPMENT,-7.028,97.255,4
classic pop and rock,ARRESTED DEVELOPMENT,-10.989,93.073,4
classic pop and rock,ARRESTED DEVELOPMENT,-6.774,96.28,4
classic pop and rock,ARRESTED DEVELOPMENT,-11.728,94.453,4
classic pop and rock,ARRESTED DEVELOPMENT,-7.245,112.03,4
classic pop and rock,ARRESTED DEVELOPMENT,-8.592,162.466,4
classic pop and rock,ARRESTED DEVELOPMENT,-10.841,60.782,3
classic pop and rock,ARRESTED DEVELOPMENT,-10.687,186.462,1
classic pop and rock,ARRESTED DEVELOPMENT,-7.773,109.985,4
classic pop and rock,ARRESTED DEVELOPMENT,-6.512,137.96,4
classic pop and rock,ARRESTED DEVELOPMENT,-4.14,167.942,4
classic pop and rock,ARRESTED DEVELOPMENT,-4.173,102.991,4
classic pop and rock,ARRESTED DEVELOPMENT,-6.25,177.886,4
classic pop and rock,ARRESTED DEVELOPMENT,-5.11,73.577,1
classic pop and rock,ARRESTED DEVELOPMENT,-4.765,161.892,4
classic pop and rock,ARRESTED DEVELOPMENT,-4.804,85.581,7
classic pop and rock,ARRESTED DEVELOPMENT,-4.361,92.1,4
classic pop and rock,ARRESTED DEVELOPMENT,-3.836,113.902,4
classic pop and rock,ARRESTED DEVELOPMENT,-6.132,101.986,4
classic pop and rock,ARRESTED DEVELOPMENT,-4.21,103.416,4
classic pop and rock,ARRESTED DEVELOPMENT,-7.607,97.955,5
classic pop and rock,ARRESTED DEVELOPMENT,-3.588,140.011,4
classic pop and rock,ARRESTED DEVELOPMENT,-5.677,121.336,5
classic pop and rock,ARRESTED DEVELOPMENT,-3.365,102.014,4
classic pop and rock,ARRESTED DEVELOPMENT,-8.286,88.002,4
classic pop and rock,ARRESTED DEVELOPMENT,-5.929,130.68,4
classic pop and rock,ARRESTED DEVELOPMENT,-4.775,199.653,7
classic pop and rock,ARRESTED DEVELOPMENT,-6.726,87.802,4
classic pop and rock,ARRESTED DEVELOPMENT,-5.615,114.968,4
classic pop and rock,ARRESTED DEVELOPMENT,-25.504,38.726,4
classic pop and rock,ARRESTED DEVELOPMENT,-13.148,126.458,4
classic pop and rock,ARRESTED DEVELOPMENT,-21.361,202.395,7
classic pop and rock,ARRESTED DEVELOPMENT,-8.888,129.313,4
classic pop and rock,ARRESTED DEVELOPMENT,-11.458,106.688,4
classic pop and rock,ARRESTED DEVELOPMENT,-27.712,96.773,4
classic pop and rock,ARRESTED DEVELOPMENT,-16.963,87.581,4
classic pop and rock,ARRESTED DEVELOPMENT,-27.203,99.403,7
classic pop and rock,ARRESTED DEVELOPMENT,-15.097,92.292,3
classic pop and rock,ARRESTED DEVELOPMENT,-11.933,124.484,4
classic pop and rock,ARRESTED DEVELOPMENT,-20.34,201.949,7
classic pop and rock,ARRESTED DEVELOPMENT,-10.814,86.259,3
classic pop and rock,ARRESTED DEVELOPMENT,-12.863,99.762,4
classic pop and rock,ARRESTED DEVELOPMENT,-17.66,84.37,4
classic pop and rock,ARRESTED DEVELOPMENT,-18.466,102.513,1
classic pop and rock,ARRESTED DEVELOPMENT,-16.147,120.622,4
classic pop and rock,ARRESTED DEVELOPMENT,-12.18,96.942,4
classic pop and rock,ARRESTED DEVELOPMENT,-13.793,92.888,4
classic pop and rock,ARRESTED DEVELOPMENT,-13.054,116.534,4
classic pop and rock,ARRESTED DEVELOPMENT,-15.507,167.754,4
classic pop and rock,ARRESTED DEVELOPMENT,-15.664,103.831,4
classic pop and rock,ARRESTED DEVELOPMENT,-13.063,100.926,4
classic pop and rock,ARRESTED DEVELOPMENT,-14.512,112.843,4
classic pop and rock,ARRESTED DEVELOPMENT,-10.859,107.975,4
classic pop and rock,ARRESTED DEVELOPMENT,-12.967,102.891,4
classic pop and rock,Mikey Dread,-11.578,136.531,1
classic pop and rock,Mikey Dread,-13.043,123.91,1
classic pop and rock,Mikey Dread,-13.174,122.891,4
classic pop and rock,Mikey Dread,-8.486,122.887,4
classic pop and rock,Mikey Dread,-8.432,125.752,4
classic pop and rock,Mikey Dread,-8.705,135.662,4
classic pop and rock,Mikey Dread,-8.148,138.031,4
classic pop and rock,Mikey Dread,-10.85,130.988,4
classic pop and rock,Mikey Dread,-7.727,129.718,4
classic pop and rock,Mikey Dread,-16.43,190.144,4
classic pop and rock,Mikey Dread,-13.008,165.854,4
classic pop and rock,Mikey Dread,-16.922,167.593,4
classic pop and rock,Mikey Dread,-16.285,160.022,4
classic pop and rock,Mikey Dread,-12.227,163.891,4
classic pop and rock,Mikey Dread,-8.337,130.305,4
classic pop and rock,Mikey Dread,-9.801,158.103,4
classic pop and rock,Mikey Dread,-10.151,160.559,4
classic pop and rock,Mikey Dread,-8.95,161.646,4
classic pop and rock,Mikey Dread,-7.049,141.618,4
classic pop and rock,Mikey Dread,-5.633,136.838,4
classic pop and rock,Laurie Anderson,-13.043,99.786,4
classic pop and rock,Laurie Anderson,-21.682,58.14,1
classic pop and rock,Laurie Anderson,-20.89,97.072,1
classic pop and rock,Laurie Anderson,-11.577,116.762,4
classic pop and rock,Laurie Anderson,-19.708,80.095,1
classic pop and rock,Laurie Anderson,-19.618,45.439,4
classic pop and rock,Laurie Anderson,-19.187,115.953,4
classic pop and rock,Laurie Anderson,-21.811,106.999,5
classic pop and rock,Laurie Anderson,-17.765,116.555,4
classic pop and rock,Laurie Anderson,-17.162,115.781,4
classic pop and rock,Laurie Anderson,-12.412,110.163,5
classic pop and rock,Laurie Anderson,-19.702,116.452,4
classic pop and rock,Laurie Anderson,-17.634,104.578,4
classic pop and rock,Laurie Anderson,-13.857,109.307,1
classic pop and rock,Laurie Anderson,-14.041,139.565,4
classic pop and rock,Laurie Anderson,-15.276,84.463,5
classic pop and rock,Laurie Anderson,-14.227,90.504,3
classic pop and rock,Laurie Anderson,-19.897,177.456,4
classic pop and rock,Laurie Anderson,-17.096,51.937,1
classic pop and rock,Laurie Anderson,-14.602,165.685,5
classic pop and rock,Laurie Anderson,-9.404,150.117,4
classic pop and rock,Laurie Anderson,-17.134,74.303,1
classic pop and rock,Laurie Anderson,-21.157,129.96,5
classic pop and rock,Laurie Anderson,-21.408,114.279,1
classic pop and rock,Laurie Anderson,-20.427,129.812,5
