genre,artist_name,loudness,tempo,time_signature
classic pop and rock,The Stooges,-7.39,70.06,1
classic pop and rock,The Stooges,-4.645,134.186,1
classic pop and rock,The Stooges,-6.851,88.158,1
classic pop and rock,The Stooges,-4.818,131.712,4
classic pop and rock,The Stooges,-5.662,87.335,1
classic pop and rock,The Stooges,-26.649,147.627,5
classic pop and rock,The Stooges,-13.379,144.015,1
classic pop and rock,The Stooges,-6.902,88.323,1
classic pop and rock,The Stooges,-6.871,87.993,1
classic pop and rock,The Stooges,-17.576,187.698,1
classic pop and rock,The Stooges,-4.885,111.318,4
classic pop and rock,The Stooges,-15.711,86.465,1
classic pop and rock,The Stooges,-7.728,133.364,1
classic pop and rock,The Stooges,-6.493,129.52,1
classic pop and rock,The Stooges,-8.367,83.508,3
classic pop and rock,The Stooges,-17.167,47.575,1
classic pop and rock,The Stooges,-6.189,87.756,1
classic pop and rock,The Stooges,-18.826,148.752,1
classic pop and rock,The Stooges,-6.736,88.489,1
classic pop and rock,The Stooges,-6.679,132.727,1
classic pop and rock,The Stooges,-32.266,150.62,7
classic pop and rock,The Stooges,-7.27,85.838,3
classic pop and rock,The Stooges,-9.01,123.655,4
classic pop and rock,The Stooges,-5.702,112.015,4
classic pop and rock,The Stooges,-6.166,88.009,1
classic pop and rock,Iggy And The Stooges,-6.447,122.476,4
classic pop and rock,The Stooges,-4.14,107.514,7
classic pop and rock,Iggy & The Stooges,-12.719,88.762,4
classic pop and rock,The Stooges,-7.381,145.927,1
classic pop and rock,The Stooges,-6.871,87.594,3
classic pop and rock,The Stooges,-6.01,112.471,4
classic pop and rock,The Stooges,-6.2,135.939,1
classic pop and rock,The Stooges,-3.757,132.403,1
classic pop and rock,The Stooges,-4.671,89.712,1
classic pop and rock,The Stooges,-3.486,109.214,4
classic pop and rock,The Stooges,-5.227,130.655,4
classic pop and rock,Iggy Pop_ The Stooges,-9.095,144.749,4
classic pop and rock,Marcel Lallemang,-23.049,101.922,3
classic pop and rock,The Stooges,-13.763,128.618,7
classic pop and rock,The B-52's,-12.868,160.718,1
classic pop and rock,The B-52's,-13.864,141.892,4
classic pop and rock,The B-52's,-11.937,144.059,4
classic pop and rock,The B-52's,-13.755,162.006,1
classic pop and rock,The B-52's,-12.385,181.005,1
classic pop and rock,The B-52's,-12.465,202.539,4
classic pop and rock,The B-52's,-12.378,143.069,1
classic pop and rock,The B-52's,-12.335,163.206,1
classic pop and rock,The B-52's,-9.937,120.768,4
classic pop and rock,The B-52's,-9.659,116.872,4
classic pop and rock,The B-52's,-5.537,97.6,4
classic pop and rock,The B-52's,-9.808,152.167,4
classic pop and rock,The B-52's,-8.234,99.01,4
classic pop and rock,The B-52's,-5.894,126.937,4
classic pop and rock,The B-52s,-5.505,140.053,4
punk,Deadlock,-6.132,198.159,4
punk,Deadlock,-5.517,100.467,4
punk,Deadlock,-5.769,189.81,4
punk,Deadlock,-9.616,150.325,4
punk,Deadlock,-6.193,95.189,4
punk,Deadlock,-5.501,149.565,4
punk,Deadlock,-8.794,149.702,3
punk,Deadlock,-5.506,222.017,1
punk,Deadlock,-6.571,102.574,3
punk,Deadlock,-7.787,184.367,4
punk,Deadlock,-3.84,110.041,4
punk,Deadlock,-9.841,98.546,4
punk,Deadlock,-5.11,220.934,4
punk,Deadlock,-4.375,147.044,4
punk,Deadlock,-3.53,238.917,3
punk,Deadlock,-12.247,80.306,4
punk,Deadlock,-4.476,115.003,4
punk,Deadlock,-4.096,99.983,4
punk,Deadlock,-14.712,148.091,4
punk,Deadlock,-3.947,90.014,4
punk,Deadlock,-4.26,112.515,4
punk,Opcio K-95,-7.088,208.053,4
punk,Tagada Jones,-5.88,84.037,3
punk,Tagada Jones,-9.407,124.989,4
punk,Tagada Jones,-4.311,150.023,4
punk,Tagada Jones vs Cellule X,-4.278,145.103,4
punk,Tagada Jones,-2.394,95.948,4
punk,Tagada Jones,-3.129,140.043,4
punk,Tagada Jones,-3.927,89.99,4
punk,Tagada Jones,-8.854,149.982,4
punk,Tagada Jones,-2.747,89.993,4
punk,Tagada Jones,-2.919,217.873,1
punk,Tagada Jones,-8.243,160.036,4
punk,Tagada Jones vs Punish Yourself,-2.187,145.009,4
punk,Tagada Jones,-3.788,137.974,4
punk,Tagada Jones,-5.053,85.015,4
punk,Tagada Jones,-4.072,112.495,4
punk,Tagada Jones,-2.942,152.04,1
punk,Tagada Jones,-17.202,180.819,3
punk,Tagada Jones,-3.284,219.905,4
punk,Tagada Jones,-2.984,109.964,4
punk,Tagada Jones,-4.694,169.959,4
punk,Tagada Jones,-3.23,107.565,4
punk,Tagada Jones,-2.821,130.074,4
punk,Tagada Jones,-4.937,179.972,4
punk,Tagada Jones,-2.937,102.486,4
punk,Tagada Jones,-1.854,130.056,4
punk,Tagada Jones,-3.344,200.093,4
punk,Tagada Jones,-3.38,105.018,4
punk,Tagada Jones,-2.661,100.021,4
punk,Tagada Jones,-4.102,180.067,4
punk,Tagada Jones,-2.694,150.104,4
punk,Tagada Jones,-1.217,150.124,7
punk,Tagada Jones,-2.674,150.045,4
punk,Tagada Jones,-1.555,130.004,4
punk,Tagada Jones,-2.02,150.038,4
punk,The Bodysnatchers,-11.425,126.853,4
punk,The Bodysnatchers,-11.776,113.422,4
punk,The Bodysnatchers,-10.352,87.041,1
punk,The Bodysnatchers,-11.589,101.621,1
punk,The Bodysnatchers,-11.535,126.799,4
punk,The Bodysnatchers,-13.876,126.859,4
punk,Les N├⌐gresses Vertes,-11.732,140.236,4
punk,Les N├⌐gresses Vertes,-7.21,186.123,3
punk,Les N├⌐gresses Vertes,-8.327,115.828,4
punk,Les N├⌐gresses Vertes,-10.334,123.91,4
punk,Les N├⌐gresses Vertes,-11.151,199.997,4
punk,Les N├⌐gresses Vertes,-8.392,52.509,1
punk,Les N├⌐gresses Vertes,-10.704,178.458,3
punk,Les N├⌐gresses Vertes,-9.07,98.002,4
punk,Les N├⌐gresses Vertes,-6.372,240.293,4
punk,Les N├⌐gresses Vertes,-11.326,141.742,4
punk,Les N├⌐gresses Vertes,-8.505,129.866,4
punk,Les N├⌐gresses Vertes,-9.583,123.97,5
punk,Les N├⌐gresses Vertes,-5.503,101.068,4
punk,Les N├⌐gresses Vertes,-9.033,103.032,3
punk,Les N├⌐gresses Vertes,-3.388,121.125,4
punk,Les N├⌐gresses Vertes,-7.452,85.247,4
punk,Les N├⌐gresses Vertes,-6.489,106.987,4
punk,Les N├⌐gresses Vertes,-8.98,219.162,3
punk,Les N├⌐gresses Vertes,-5.669,136.965,4
punk,Les N├⌐gresses Vertes,-6.782,96.996,3
punk,Les N├⌐gresses Vertes,-6.942,140.012,1
punk,Les N├⌐gresses Vertes,-6.434,103.916,4
punk,Les N├⌐gresses Vertes,-7.485,104.83,4
punk,Les N├⌐gresses Vertes,-11.525,103.16,4
punk,Les N├⌐gresses Vertes,-11.523,120.18,5
punk,Les N├⌐gresses Vertes,-13.294,88.205,4
punk,Les N├⌐gresses Vertes,-9.46,101.604,4
punk,Les N├⌐gresses Vertes,-14.912,103.99,4
punk,Les N├⌐gresses Vertes,-13.928,118.466,4
punk,Les N├⌐gresses Vertes,-11.373,151.611,4
punk,Les N├⌐gresses Vertes,-10.012,114.93,4
punk,Les N├⌐gresses Vertes,-11.218,220.559,4
punk,Les N├⌐gresses Vertes,-16.431,125.957,4
punk,Les N├⌐gresses Vertes,-12.505,126.587,4
punk,Les N├⌐gresses Vertes,-12.39,127.345,4
punk,Les N├⌐gresses Vertes,-9.932,102.777,4
punk,Les N├⌐gresses Vertes,-10.924,126.482,4
punk,Les N├⌐gresses Vertes,-9.321,177.505,3
punk,Les N├⌐gresses Vertes,-10.101,137.64,4
punk,Les N├⌐gresses Vertes,-12.56,204.7,3
punk,Les N├⌐gresses Vertes,-11.822,130.085,4
punk,Les N├⌐gresses Vertes,-12.126,115.134,4
punk,Les N├⌐gresses Vertes,-11.165,106.093,4
punk,Les N├⌐gresses Vertes,-11.515,84.129,3
punk,Les N├⌐gresses Vertes,-13.564,113.998,7
punk,Common / Mary J. Blige,-10.492,168.009,4
punk,Les N├⌐gresses Vertes,-9.84,190.358,4
punk,Les N├⌐gresses Vertes,-9.802,94,4
punk,Les N├⌐gresses Vertes,-9.038,100.024,4
punk,Les N├⌐gresses Vertes,-15.598,95.314,4
punk,Les N├⌐gresses Vertes,-13.277,140.111,7
punk,Les N├⌐gresses Vertes,-14.41,113.924,4
punk,Les N├⌐gresses Vertes,-12.727,93.997,4
punk,Les N├⌐gresses Vertes,-14.564,103.046,4
punk,Les N├⌐gresses Vertes,-13.062,95.991,4
punk,Les N├⌐gresses Vertes,-12.296,70.907,5
punk,Les N├⌐gresses Vertes,-13.707,98.995,4
punk,Les N├⌐gresses Vertes,-14.377,191.985,3
punk,Les N├⌐gresses Vertes,-17.831,67.785,4
punk,Across the Border,-7.355,90.738,4
punk,Across the Border,-5.7,203.593,4
punk,Siniestro Total,-7.993,132.914,4
punk,Siniestro Total,-7.693,161.51,4
punk,Siniestro Total,-7.643,142.875,1
punk,Siniestro Total,-7.654,143.547,4
punk,Siniestro Total,-7.925,145.27,4
punk,Siniestro Total,-7.806,117.756,4
punk,Siniestro Total,-8.287,99.358,1
punk,Siniestro Total,-8.556,195.565,1
punk,Siniestro Total,-8.555,175.743,1
punk,Siniestro Total,-7.603,140.271,4
punk,Siniestro Total,-7.189,163.269,4
punk,Siniestro Total,-7.928,167.583,1
punk,Siniestro Total,-7.243,161.292,4
punk,Siniestro Total,-7.709,146.802,1
punk,Siniestro Total,-3.806,145.675,4
punk,Siniestro Total,-16.346,126.239,5
punk,Siniestro Total,-10.97,157.635,1
punk,Siniestro Total,-11.2,171.022,1
punk,Siniestro Total,-6.444,180.256,1
punk,Siniestro Total,-10.472,116.582,3
punk,Siniestro Total,-10.68,175.817,4
punk,Siniestro Total,-5.089,163.489,1
punk,Siniestro Total,-6.763,87.846,1
punk,Siniestro Total,-6.423,143.626,4
punk,Siniestro Total,-16.668,98.17,4
punk,Siniestro Total,-8.518,96.622,1
punk,Siniestro Total,-16.258,142.041,1
punk,Siniestro Total,-6.724,81.778,7
punk,Siniestro Total,-9.077,146.578,4
punk,Siniestro Total,-6.511,104.388,1
punk,Siniestro Total,-4.366,181.793,1
punk,Siniestro Total,-6.07,113.315,4
punk,Siniestro Total,-5.7,92.768,4
punk,Siniestro Total,-5.48,153.377,1
punk,Siniestro Total,-5.323,152.231,4
punk,Siniestro Total,-9.999,114.163,1
punk,Siniestro Total,-11.14,165.851,4
punk,Siniestro Total,-11.955,165.897,1
punk,Siniestro Total,-9.825,44.764,1
punk,Siniestro Total,-11.539,205.969,4
punk,Siniestro Total,-5.641,95.063,1
punk,Siniestro Total,-10.258,135.274,4
punk,Siniestro Total,-10.734,59.248,1
punk,Siniestro Total,-15.188,145.983,1
punk,Siniestro Total,-8.93,115.646,4
punk,Siniestro Total,-14.295,137.515,1
punk,Siniestro Total,-10.963,92.082,4
punk,Siniestro Total,-7.863,95.464,1
punk,Siniestro Total,-10.399,103.362,4
punk,Siniestro Total,-7.825,168.568,4
punk,Siniestro Total,-7.773,88.099,4
punk,Siniestro Total,-5.485,136.009,4
punk,Siniestro Total,-5.79,130.137,4
punk,Siniestro Total,-5.741,120.146,4
punk,Siniestro Total,-6.058,155.073,4
punk,Siniestro Total,-5.44,161.061,4
punk,Siniestro Total,-5.735,211.91,4
punk,Siniestro Total,-12.286,97.328,4
punk,Siniestro Total,-10.063,141.618,1
punk,Siniestro Total,-5.39,148.569,1
punk,Siniestro Total,-4.073,102.091,4
punk,Siniestro Total,-5.342,168.068,4
punk,Siniestro Total,-6.283,114.052,4
punk,Siniestro Total,-4.946,140.019,4
punk,Siniestro Total,-4.672,128.842,4
punk,Siniestro Total,-5.695,160.821,1
punk,Siniestro Total,-5.431,157.871,1
punk,Siniestro Total,-6.453,110.782,1
punk,Siniestro Total,-5.839,113.577,4
punk,Siniestro Total,-10.85,131.341,4
punk,Siniestro Total,-10.299,95.021,4
punk,Siniestro Total,-5.092,132.079,4
punk,Siniestro Total,-4.941,156.069,4
punk,Siniestro Total,-4.259,141.167,3
punk,Siniestro Total,-4.134,132.046,4
punk,Siniestro Total,-4.571,98.047,4
punk,Siniestro Total,-4.714,112.311,4
punk,Siniestro Total,-3.283,133.021,1
punk,Siniestro Total,-4.453,160.198,4
punk,Siniestro Total,-5.356,120.11,4
punk,The Weakerthans,-6.915,158.905,4
punk,The Weakerthans,-6.604,205.348,4
punk,The Weakerthans,-6.215,161.944,4
folk,Fred Eaglesmith,-16.165,91.288,3
folk,Fred Eaglesmith,-10.761,151.859,4
folk,Fred Eaglesmith,-9.101,159.21,4
folk,Fred Eaglesmith,-18.42,118.933,1
folk,Fred Eaglesmith,-13.538,159.708,3
folk,Fred Eaglesmith,-6.847,144.932,5
folk,Fred Eaglesmith,-7.563,113.972,4
folk,Fred Eaglesmith,-9.974,159.213,3
folk,Fred Eaglesmith,-16.953,101.771,4
folk,Fred Eaglesmith,-16.72,126.632,4
folk,Fred Eaglesmith,-18.553,134.197,4
folk,Fred Eaglesmith,-10.876,126.194,1
folk,Fred Eaglesmith,-15.134,104.696,5
folk,Fred Eaglesmith,-11.143,134.139,3
folk,Fred Eaglesmith,-14.856,71.181,4
folk,Fred Eaglesmith,-14.382,135.152,3
folk,Fred Eaglesmith,-14.788,151.77,3
folk,Fred Eaglesmith,-19.215,87.305,1
folk,Fred Eaglesmith,-18.336,144.51,4
folk,Fred Eaglesmith,-15.651,145.669,4
folk,Fred Eaglesmith,-14.13,110.487,3
folk,Fred Eaglesmith,-14.891,147.03,3
folk,Fred Eaglesmith,-15.515,64.622,7
folk,Fred Eaglesmith,-11.695,119.782,4
folk,Fred Eaglesmith,-15.239,73.008,5
folk,Fred Eaglesmith,-17.741,146.991,3
folk,The Riverdance Orchestra / Proinnsias O'Duinn,-7.367,146.637,4
folk,An├║na / Michael McGlynn,-9.682,111.349,7
folk,Bill Whelan,-10.972,111.589,7
folk,Davey Spillane / An├║na / Michael McGlynn / Tommy Hayes / Des Reynolds,-17.876,86.792,4
folk,Bill Whelan / Tsidii Le Loka / Eoghan O'Neill / Des Moore / Noel Heraty / Robbie Harris / The Amanzi Singers,-9.604,129.997,4
folk,Bill Whelan / Brian Kennedy / Ivan Goff / The Riverdance Orchestra / Proinnsias O'Duinn,-14.909,95.88,4
folk,Bill Whelan / Tsidii Le Loka / Proinnsias O'Duinn / The Amanzi Singers / The Riverdance Orchestra / Redd Foxx,-12.355,64.283,4
folk,Bill Whelan / Nikola Parov / Mairtin O'Connor / Kenneth Edge / Eoghan O'Neill / Des Moore / Des Reynolds / Ivan Goff / Robbie Harris / Abe Doron / Zoe Conway / The Riverdance Singers / Proinnsias O'Duinn / The Riverdance Orchestra / Various Artists,-8.33,208.782,4
folk,Davey Spillane,-12.719,53.688,1
folk,Bill Whelan,-14.788,180.243,5
folk,Bill Whelan,-10.548,125.996,4
folk,Bill Whelan,-13.324,81.918,1
folk,Bill Whelan,-14.76,160.02,5
folk,Bill Whelan,-23.269,132.171,3
folk,Bill Whelan,-21.493,73.712,3
folk,Christy Moore,-13.698,121.567,3
folk,Christy Moore,-9.739,114.13,3
folk,Christy Moore,-13.234,97.708,4
folk,Christy Moore,-10.485,168.872,4
folk,Christy Moore,-19.501,100.679,3
folk,Christy Moore,-22.742,117.639,3
folk,Christy Moore,-16.213,114.622,3
folk,Christy Moore,-14.682,159.747,7
folk,Christy Moore,-17.251,110.812,3
folk,Christy Moore,-18.354,110.964,4
folk,Christy Moore,-24.636,74.062,1
folk,Christy Moore,-14.546,83.676,3
folk,Christy Moore,-15.899,78.509,3
folk,Christy Moore,-19.676,114.052,1
folk,Christy Moore,-10.757,171.347,1
folk,Christy Moore,-19.449,121.805,3
folk,Christy Moore,-18.213,126.482,4
folk,Christy Moore,-15.198,142.211,4
folk,Christy Moore,-11.26,187.686,4
folk,Christy Moore,-12.675,120.401,3
folk,Christy Moore,-17.771,122.348,3
folk,Christy Moore,-19.344,180.762,4
folk,Christy Moore,-24.097,104.213,3
folk,Christy Moore,-18.638,129.383,3
folk,Christy Moore,-26.392,101.068,4
folk,Christy Moore,-25.556,189.117,1
folk,Christy Moore,-14.031,109.149,4
folk,Christy Moore,-18.245,139.376,1
folk,Christy Moore,-28.044,64.346,1
folk,Christy Moore,-20.88,106.012,4
folk,Christy Moore,-18.843,91.815,4
folk,Christy Moore,-20.719,102.689,1
folk,Christy Moore,-20.57,151.68,4
folk,Christy Moore,-10.071,173.94,4
folk,Christy Moore,-3.663,130.02,4
folk,Christy Moore,-12.687,155.994,3
folk,Christy Moore,-16.698,132.475,5
folk,Christy Moore,-17.939,146.353,7
folk,Altan,-13.356,84.749,4
folk,Altan,-15.48,85.477,5
folk,Altan,-10.889,109.961,4
folk,Altan,-12.272,141.787,3
folk,Altan,-11.21,87.969,1
folk,Altan,-11.78,103.242,4
folk,Altan,-15.432,159.935,3
folk,Altan,-12.704,83.314,4
folk,Altan,-10.329,158.003,1
folk,Altan,-19.101,84.183,3
folk,Altan,-11.293,231.356,4
folk,Altan,-16.005,121.908,4
folk,Mairead Ni Mhaonaigh & Altan,-13.488,182.783,3
folk,Altan,-8.29,123.746,4
folk,Altan,-9.992,113.403,4
folk,Altan,-9.906,223.942,4
folk,Altan,-11.414,137.998,4
folk,Altan,-14.61,76.704,4
folk,Altan,-10.63,161.346,4
folk,Altan,-9.095,195.772,3
folk,Altan,-12.378,146.445,3
folk,Altan,-9.717,200.798,1
folk,Altan,-11.768,161.391,1
folk,Altan,-10.789,184.635,4
folk,Altan,-10.742,230.997,4
folk,Altan,-21.146,214.017,5
folk,Altan,-10.781,122.405,4
folk,Altan,-10.362,150.682,3
folk,Altan,-16.656,159.413,1
folk,Altan,-13.138,86.987,3
folk,Altan,-13.629,80.248,4
folk,Altan,-12.878,118.826,4
folk,Altan,-10.744,113.949,4
folk,Altan,-7.863,185.047,4
folk,Altan,-19.611,80.904,4
folk,Altan,-11.631,117.077,1
folk,Altan,-10.376,140.599,7
folk,Altan,-6.197,156.542,3
folk,Altan,-6.741,239.588,1
folk,Altan,-8.491,70.237,1
folk,Kathryn Williams,-8.492,135.805,1
folk,Kathryn Williams,-8.052,156.665,4
folk,Kathryn Williams,-12.663,81.758,4
folk,Kathryn Williams,-17.43,121.404,3
folk,Kathryn Williams,-10.852,156.3,4
folk,KathrynWilliams,-14.73,146.153,4
folk,KathrynWilliams,-14.214,109.204,1
folk,KathrynWilliams,-14.748,97.778,5
folk,KathrynWilliams,-11.495,117.432,3
folk,KathrynWilliams,-20.888,98.366,4
folk,KathrynWilliams,-16.56,73.596,5
folk,KathrynWilliams,-19.061,90.864,4
folk,KathrynWilliams,-16.443,111.88,4
folk,KathrynWilliams,-15.462,161.384,3
folk,KathrynWilliams,-16.659,58.469,1
folk,Williams_ Kathryn,-14.299,124.299,4
folk,Williams_ Kathryn,-12.575,156.507,5
folk,Williams_ Kathryn,-13.415,154.371,4
folk,Williams_ Kathryn,-16.237,129.003,1
folk,Kathryn Williams,-19.43,109.312,3
folk,Williams_ Kathryn,-10.85,115.776,3
folk,Williams_ Kathryn,-12.98,99.824,3
folk,Williams_ Kathryn,-13.986,162.408,3
folk,Williams_ Kathryn,-16.676,149.518,3
folk,Williams_ Kathryn,-17.88,117.362,3
folk,Kathryn Williams,-13.447,152.985,3
folk,Kathryn Williams,-12.724,128.844,1
folk,Kathryn Williams,-10.879,115.998,4
folk,Kathryn Williams,-15.912,33.806,4
folk,Kathryn Williams,-12.553,90.083,4
folk,Kathryn Williams,-16.188,89.407,1
folk,Kathryn Williams,-10.945,74.974,4
folk,Kathryn Williams,-12.363,82.999,4
folk,Kathryn Williams,-13.853,120.971,4
folk,Kathryn Williams,-15.974,107.73,3
folk,Kathryn Williams,-10.027,113.703,4
folk,Kathryn Williams,-13.895,110.016,4
folk,KathrynWilliams,-13.174,160.04,4
folk,KathrynWilliams,-13.458,75.112,4
folk,Kathryn Williams,-15.688,74.229,3
folk,KathrynWilliams,-18.394,80.32,4
folk,KathrynWilliams,-16.954,72.061,1
folk,KathrynWilliams,-17.822,178.124,4
folk,KathrynWilliams,-14.493,125.024,3
folk,KathrynWilliams,-15.429,75.086,4
folk,Kathryn Williams,-18.557,108.011,4
folk,KathrynWilliams,-18.399,101.901,3
folk,KathrynWilliams,-11.533,97.783,4
folk,KathrynWilliams,-15.808,91.739,1
folk,KathrynWilliams,-16.106,84.721,4
folk,The String Cheese Incident,-12.267,91.268,3
folk,The String Cheese Incident,-11.828,222.741,5
folk,The String Cheese Incident,-10.189,137.603,4
folk,The String Cheese Incident,-15.554,120.916,4
folk,The String Cheese Incident,-9.319,145.923,1
folk,The String Cheese Incident,-10.137,107.88,4
folk,The String Cheese Incident,-12.889,79.876,7
folk,The String Cheese Incident,-9.483,153.463,4
folk,The String Cheese Incident,-10.6,134.469,7
folk,The String Cheese Incident,-10.356,116.415,4
folk,The String Cheese Incident,-10.785,121.745,4
folk,The String Cheese Incident,-11.486,161.909,1
folk,The String Cheese Incident,-13.73,80.701,3
folk,The String Cheese Incident,-13.805,211.846,3
folk,The String Cheese Incident,-12.904,112.721,4
folk,The String Cheese Incident,-13.05,155.229,4
folk,The String Cheese Incident,-11.118,129.687,1
folk,The String Cheese Incident,-12.163,95.824,3
folk,The String Cheese Incident,-14.645,151.116,1
folk,The String Cheese Incident,-14.307,136.77,4
folk,The String Cheese Incident,-17.14,199.776,4
folk,The String Cheese Incident,-17.165,110.924,4
folk,The String Cheese Incident,-17.44,84.479,3
folk,The String Cheese Incident,-15.334,153.861,1
folk,The String Cheese Incident,-15.226,140.652,4
folk,The String Cheese Incident,-12.78,99.92,4
folk,The String Cheese Incident,-16.906,115.869,4
folk,The String Cheese Incident,-14.345,131.858,1
folk,The String Cheese Incident,-15.077,159.879,4
pop,Camilo Sesto,-12.718,90.008,4
pop,Camilo Sesto,-10.123,142.2,7
pop,Camilo Sesto,-9.105,92.762,1
pop,Camilo Sesto,-9.224,124.264,3
pop,Camilo Sesto,-11.164,140.072,4
pop,Camilo Sesto,-8.963,133.08,4
pop,Camilo Sesto,-8.306,139.829,4
pop,Camilo Sesto,-7.197,76.32,1
pop,Camilo Sesto,-6.138,88.423,4
pop,Camilo Sesto,-7.297,147.092,4
pop,Camilo Sesto,-5.961,96.005,4
pop,Camilo Sesto,-7.629,107.278,4
pop,Camilo Sesto,-5.482,192.348,4
pop,Camilo Sesto,-9.531,112.053,4
pop,Camilo Sesto,-9.518,170.987,3
pop,Camilo Sesto,-11.097,137.412,5
pop,Camilo Sesto,-12.114,144.882,4
pop,Camilo Sesto,-7.708,92.387,4
pop,Mocha,-10.038,124.983,4
pop,Mocha,-12.376,126.977,4
pop,Mocha,-9.843,125.998,4
pop,Mocha,-10.611,125.992,4
pop,}AMA & RNB WANNABES,-5.675,144.007,4
pop,Ama,-9.473,170.001,4
pop,Sezen Aksu,-8.531,116.559,1
pop,The Bulgarian Voices - Angelite,-11.115,89.956,4
pop,Sezen Aksu,-14.145,68.812,3
pop,Sezen Aksu,-6.267,91.007,4
pop,Sezen Aksu,-9.734,94.074,4
pop,Sezen Aksu,-7.872,155.194,4
pop,Sezen Aksu,-9.913,130.061,4
pop,Sezen Aksu,-6.814,104.019,4
pop,Sezen Aksu,-11.117,154.521,4
pop,Sezen Aksu,-12.852,103.543,3
pop,Sezen Aksu,-11.156,91.935,7
pop,Sezen Aksu,-9.457,37.689,4
pop,Sezen Aksu,-17.289,60.564,1
pop,Sezen Aksu,-11.415,196.619,4
pop,Sezen Aksu,-12.556,155.96,4
pop,Sezen Aksu,-6.445,170.036,4
pop,Sezen Aksu,-8.696,199.196,4
pop,Sezen Aksu,-7.235,180.022,4
pop,Sezen Aksu,-11.757,107.687,7
pop,Sezen Aksu,-7.448,125.865,5
pop,Sezen Aksu,-7.28,130.016,4
pop,Sezen Aksu,-6.554,115.668,4
pop,Sezen Aksu,-11.487,92.155,7
pop,Sezen Aksu,-8.057,91.298,3
pop,Sezen Aksu,-6.549,105.435,4
pop,Sarah Benson,-27.299,85.596,1
